detalle_id,pedido_id,producto_id,cantidad,precio_unitario,descuento_aplicado,subtotal
90596,6225,271,2,926.97,0.15,1575.85
90597,11200,167,4,50.29,0.05,191.10
90598,7133,276,4,1758.07,0.00,7032.28
90599,9692,295,2,1644.06,0.15,2794.90
90600,11071,249,1,1638.11,0.10,1474.30
90601,10034,275,1,1096.31,0.00,1096.31
90602,10955,162,5,764.05,0.15,3247.21
90603,10791,244,5,201.19,0.00,1005.95
90604,6933,291,5,1369.29,0.10,6161.81
90605,11681,284,2,2320.38,0.10,4176.68
90606,10831,179,3,864.43,0.25,1944.97
90607,10319,180,2,943.48,0.10,1698.26
90608,10164,147,3,2470.00,0.15,6298.50
90609,9563,120,2,357.32,0.00,714.64
90610,6167,204,5,226.11,0.15,960.97
90611,5845,250,2,449.73,0.00,899.46
90612,9413,113,4,2150.67,0.00,8602.68
90613,6111,198,5,2373.31,0.15,10086.57
90614,10763,126,1,288.49,0.00,288.49
90615,9887,218,2,1133.43,0.15,1926.83
90616,6503,109,1,2155.87,0.05,2048.08
90617,5187,288,3,475.03,0.25,1068.82
90618,11541,266,3,1245.35,0.10,3362.44
90619,6217,122,3,522.39,0.00,1567.17
90620,6502,172,2,176.79,0.00,353.58
90621,9132,187,5,2442.76,0.15,10381.73
90622,12210,234,5,302.91,0.15,1287.37
90623,9867,184,4,1591.66,0.05,6048.31
90624,7192,157,5,1243.00,0.25,4661.25
90625,9453,144,4,1446.74,0.00,5786.96
90626,6111,192,3,1996.58,0.00,5989.74
90627,11234,270,4,2245.24,0.00,8980.96
90628,7178,196,5,1471.90,0.00,7359.50
90629,6784,295,2,1644.06,0.15,2794.90
90630,8337,247,3,974.32,0.15,2484.52
90631,6325,255,1,1463.05,0.25,1097.29
90632,7026,104,4,2213.07,0.00,8852.28
90633,8885,212,4,850.02,0.05,3230.08
90634,12361,150,4,397.61,0.05,1510.92
90635,12327,113,1,2150.67,0.15,1828.07
90636,12514,267,2,1987.88,0.25,2981.82
90637,7318,224,2,80.21,0.25,120.31
90638,6007,284,5,2320.38,0.00,11601.90
90639,9476,237,3,1134.74,0.10,3063.80
90640,7928,227,5,461.19,0.00,2305.95
90641,9446,139,5,1994.29,0.00,9971.45
90642,9663,173,3,1136.92,0.00,3410.76
90643,7803,106,1,903.02,0.00,903.02
90644,9183,183,5,2299.69,0.25,8623.84
90645,6631,140,3,1375.60,0.25,3095.10
90646,6469,129,2,268.41,0.00,536.82
90647,8709,141,1,993.39,0.05,943.72
90648,7470,295,2,1644.06,0.15,2794.90
90649,6647,111,3,116.37,0.05,331.65
90650,11574,276,3,1758.07,0.00,5274.21
90651,12966,125,4,1053.19,0.10,3791.48
90652,10443,276,4,1758.07,0.15,5977.44
90653,10115,116,4,1355.08,0.00,5420.32
90654,9092,285,2,352.36,0.05,669.48
90655,7893,118,5,406.89,0.20,1627.56
90656,5174,230,3,2005.24,0.00,6015.72
90657,8283,134,1,574.61,0.10,517.15
90658,9620,183,3,2299.69,0.00,6899.07
90659,12919,297,2,298.38,0.00,596.76
90660,12653,143,1,988.01,0.20,790.41
90661,10607,118,3,406.89,0.00,1220.67
90662,9913,182,1,1551.91,0.00,1551.91
90663,9932,121,4,2042.46,0.25,6127.38
90664,5172,231,4,1343.75,0.15,4568.75
90665,5094,177,4,36.22,0.00,144.88
90666,7642,203,2,1900.01,0.00,3800.02
90667,11669,112,1,1270.77,0.25,953.08
90668,8809,227,3,461.19,0.00,1383.57
90669,9917,276,3,1758.07,0.00,5274.21
90670,8349,146,2,1722.59,0.05,3272.92
90671,8972,105,3,838.62,0.10,2264.27
90672,8437,105,4,838.62,0.00,3354.48
90673,9039,211,1,955.77,0.15,812.40
90674,6049,258,4,2022.94,0.15,6878.00
90675,12933,221,2,1712.69,0.05,3254.11
90676,10993,119,1,1998.83,0.00,1998.83
90677,6141,184,5,1591.66,0.00,7958.30
90678,11477,122,5,522.39,0.25,1958.96
90679,12808,103,1,1509.32,0.20,1207.46
90680,7201,140,3,1375.60,0.10,3714.12
90681,9984,189,1,885.16,0.20,708.13
90682,9002,206,1,239.11,0.05,227.15
90683,5243,104,2,2213.07,0.10,3983.53
90684,9268,239,3,109.05,0.25,245.36
90685,7603,183,2,2299.69,0.00,4599.38
90686,12986,283,1,615.57,0.00,615.57
90687,6983,261,4,419.36,0.10,1509.70
90688,12021,245,2,1210.49,0.00,2420.98
90689,7887,245,1,1210.49,0.20,968.39
90690,12520,172,3,176.79,0.10,477.33
90691,6103,239,1,109.05,0.20,87.24
90692,11544,115,5,1500.95,0.15,6379.04
90693,9100,134,4,574.61,0.15,1953.67
90694,8680,263,4,2447.20,0.00,9788.80
90695,11889,141,3,993.39,0.00,2980.17
90696,10214,253,2,566.24,0.05,1075.86
90697,6216,271,2,926.97,0.00,1853.94
90698,11538,113,4,2150.67,0.00,8602.68
90699,6759,137,1,301.05,0.15,255.89
90700,11468,231,3,1343.75,0.15,3426.56
90701,6693,142,5,1645.63,0.00,8228.15
90702,9215,165,5,2379.36,0.25,8922.60
90703,12093,182,4,1551.91,0.15,5276.49
90704,8091,139,2,1994.29,0.00,3988.58
90705,6719,197,1,2202.77,0.00,2202.77
90706,5975,241,2,1072.50,0.00,2145.00
90707,5062,235,4,1296.63,0.00,5186.52
90708,10505,296,3,1459.44,0.00,4378.32
90709,5540,133,3,420.02,0.15,1071.05
90710,11725,163,1,530.94,0.20,424.75
90711,6476,145,5,1877.04,0.10,8446.68
90712,10267,271,4,926.97,0.10,3337.09
90713,5136,257,4,1787.40,0.25,5362.20
90714,7389,222,1,1487.60,0.05,1413.22
90715,5592,187,4,2442.76,0.00,9771.04
90716,6120,192,3,1996.58,0.15,5091.28
90717,12836,225,3,1270.62,0.00,3811.86
90718,9786,129,4,268.41,0.00,1073.64
90719,11698,192,4,1996.58,0.15,6788.37
90720,10431,246,3,630.04,0.00,1890.12
90721,7644,246,1,630.04,0.10,567.04
90722,8562,168,5,746.43,0.00,3732.15
90723,9310,183,3,2299.69,0.25,5174.30
90724,7464,291,2,1369.29,0.00,2738.58
90725,11548,115,5,1500.95,0.20,6003.80
90726,12601,210,4,243.98,0.00,975.92
90727,12151,269,1,1773.91,0.25,1330.43
90728,7208,115,1,1500.95,0.25,1125.71
90729,5110,257,5,1787.40,0.00,8937.00
90730,6253,207,1,620.94,0.00,620.94
90731,8061,109,2,2155.87,0.00,4311.74
90732,8784,195,4,1062.47,0.25,3187.41
90733,12207,182,2,1551.91,0.00,3103.82
90734,10075,206,2,239.11,0.15,406.49
90735,7468,141,3,993.39,0.10,2682.15
90736,8692,300,3,757.78,0.00,2273.34
90737,8740,212,3,850.02,0.10,2295.05
90738,11533,236,5,442.97,0.00,2214.85
90739,10102,182,3,1551.91,0.05,4422.94
90740,9024,238,5,2135.34,0.25,8007.53
90741,6093,193,1,1884.74,0.10,1696.27
90742,9074,182,5,1551.91,0.00,7759.55
90743,6300,291,3,1369.29,0.00,4107.87
90744,11398,130,2,19.96,0.00,39.92
90745,11538,150,4,397.61,0.05,1510.92
90746,5870,206,1,239.11,0.00,239.11
90747,12637,178,3,1497.89,0.00,4493.67
90748,6074,162,2,764.05,0.05,1451.69
90749,11215,295,5,1644.06,0.00,8220.30
90750,7164,174,2,306.10,0.00,612.20
90751,9820,293,1,1199.87,0.25,899.90
90752,6800,155,5,2423.51,0.15,10299.92
90753,5123,231,3,1343.75,0.05,3829.69
90754,8363,224,1,80.21,0.10,72.19
90755,6997,211,1,955.77,0.00,955.77
90756,10318,284,3,2320.38,0.00,6961.14
90757,10359,169,5,525.57,0.00,2627.85
90758,5796,154,2,2234.02,0.05,4244.64
90759,12259,164,5,1599.20,0.05,7596.20
90760,10716,198,1,2373.31,0.15,2017.31
90761,10568,222,2,1487.60,0.00,2975.20
90762,5583,216,2,1385.99,0.00,2771.98
90763,12063,193,4,1884.74,0.25,5654.22
90764,9120,206,2,239.11,0.05,454.31
90765,8319,210,3,243.98,0.00,731.94
90766,10798,160,1,773.25,0.00,773.25
90767,6548,197,1,2202.77,0.00,2202.77
90768,11644,109,2,2155.87,0.25,3233.80
90769,8260,249,3,1638.11,0.00,4914.33
90770,10997,155,3,2423.51,0.00,7270.53
90771,7931,191,3,1189.21,0.25,2675.72
90772,11872,196,1,1471.90,0.15,1251.12
90773,12678,294,4,2427.45,0.05,9224.31
90774,10753,141,2,993.39,0.00,1986.78
90775,9153,241,1,1072.50,0.00,1072.50
90776,11625,261,1,419.36,0.00,419.36
90777,8849,245,1,1210.49,0.25,907.87
90778,9714,279,1,2195.66,0.00,2195.66
90779,11860,277,5,176.58,0.00,882.90
90780,8741,225,4,1270.62,0.00,5082.48
90781,9066,252,3,762.60,0.20,1830.24
90782,11691,233,3,640.40,0.25,1440.90
90783,6267,202,4,2407.29,0.00,9629.16
90784,10853,121,4,2042.46,0.25,6127.38
90785,7545,289,3,499.25,0.10,1347.98
90786,7949,128,3,114.43,0.20,274.63
90787,12762,216,3,1385.99,0.05,3950.07
90788,7401,224,3,80.21,0.00,240.63
90789,6192,237,1,1134.74,0.05,1078.00
90790,11419,238,1,2135.34,0.00,2135.34
90791,7882,125,2,1053.19,0.15,1790.42
90792,7596,229,3,1416.93,0.10,3825.71
90793,6361,215,2,813.88,0.15,1383.60
90794,11573,200,3,2486.65,0.00,7459.95
90795,11969,215,1,813.88,0.10,732.49
90796,6620,261,5,419.36,0.00,2096.80
90797,8534,128,1,114.43,0.10,102.99
90798,9083,286,3,69.93,0.00,209.79
90799,7915,180,1,943.48,0.10,849.13
90800,7293,211,3,955.77,0.15,2437.21
90801,9711,155,1,2423.51,0.00,2423.51
90802,8460,115,2,1500.95,0.00,3001.90
90803,11199,182,1,1551.91,0.00,1551.91
90804,6520,251,3,947.97,0.25,2132.93
90805,8321,247,5,974.32,0.00,4871.60
90806,8683,298,2,108.90,0.05,206.91
90807,5994,109,1,2155.87,0.15,1832.49
90808,10564,118,2,406.89,0.00,813.78
90809,8606,148,2,572.20,0.00,1144.40
90810,7877,285,4,352.36,0.00,1409.44
90811,7844,242,3,1720.12,0.00,5160.36
90812,12455,279,1,2195.66,0.00,2195.66
90813,12617,239,4,109.05,0.10,392.58
90814,5984,147,2,2470.00,0.05,4693.00
90815,5718,244,3,201.19,0.05,573.39
90816,10105,279,2,2195.66,0.00,4391.32
90817,5216,224,3,80.21,0.25,180.47
90818,10104,152,3,1885.74,0.00,5657.22
90819,7194,214,1,1178.45,0.00,1178.45
90820,6875,237,3,1134.74,0.10,3063.80
90821,12831,203,2,1900.01,0.25,2850.01
90822,9598,268,3,1080.58,0.00,3241.74
90823,8923,219,2,1538.12,0.00,3076.24
90824,6105,286,5,69.93,0.15,297.20
90825,7381,252,4,762.60,0.20,2440.32
90826,10368,142,5,1645.63,0.10,7405.34
90827,6018,293,4,1199.87,0.15,4079.56
90828,5539,252,2,762.60,0.20,1220.16
90829,11819,225,3,1270.62,0.20,3049.49
90830,10750,254,2,2165.24,0.25,3247.86
90831,10387,283,3,615.57,0.00,1846.71
90832,6840,257,1,1787.40,0.00,1787.40
90833,5996,259,1,2370.62,0.20,1896.50
90834,5888,111,2,116.37,0.00,232.74
90835,5275,128,1,114.43,0.25,85.82
90836,10828,177,1,36.22,0.10,32.60
90837,6886,228,5,694.03,0.25,2602.61
90838,8061,222,3,1487.60,0.00,4462.80
90839,10966,135,1,1777.26,0.25,1332.94
90840,9093,101,2,907.15,0.00,1814.30
90841,11292,162,5,764.05,0.25,2865.19
90842,10562,115,1,1500.95,0.20,1200.76
90843,6063,159,1,1740.36,0.20,1392.29
90844,12528,249,3,1638.11,0.00,4914.33
90845,5917,114,4,1566.37,0.25,4699.11
90846,8558,249,4,1638.11,0.25,4914.33
90847,10621,226,3,181.96,0.00,545.88
90848,8319,204,4,226.11,0.00,904.44
90849,12159,169,5,525.57,0.15,2233.67
90850,11442,241,5,1072.50,0.10,4826.25
90851,10454,262,3,338.59,0.10,914.19
90852,5478,135,3,1777.26,0.15,4532.01
90853,7388,170,5,2070.85,0.20,8283.40
90854,9580,191,2,1189.21,0.20,1902.74
90855,5873,292,3,1397.80,0.15,3564.39
90856,12246,145,4,1877.04,0.15,6381.94
90857,8454,146,4,1722.59,0.20,5512.29
90858,7811,214,2,1178.45,0.00,2356.90
90859,11865,195,2,1062.47,0.15,1806.20
90860,11798,170,1,2070.85,0.25,1553.14
90861,5726,239,2,109.05,0.00,218.10
90862,12801,121,2,2042.46,0.20,3267.94
90863,9239,238,1,2135.34,0.20,1708.27
90864,6758,195,1,1062.47,0.20,849.98
90865,8414,177,3,36.22,0.15,92.36
90866,12526,292,5,1397.80,0.25,5241.75
90867,7367,225,1,1270.62,0.00,1270.62
90868,8558,195,4,1062.47,0.00,4249.88
90869,6447,279,2,2195.66,0.10,3952.19
90870,7946,178,2,1497.89,0.05,2845.99
90871,5095,258,2,2022.94,0.25,3034.41
90872,7861,105,3,838.62,0.00,2515.86
90873,6491,122,2,522.39,0.20,835.82
90874,9376,222,2,1487.60,0.15,2528.92
90875,5808,204,1,226.11,0.00,226.11
90876,10810,117,3,2081.70,0.00,6245.10
90877,7120,241,3,1072.50,0.25,2413.12
90878,7843,140,4,1375.60,0.00,5502.40
90879,5957,262,3,338.59,0.25,761.83
90880,12693,144,1,1446.74,0.20,1157.39
90881,8726,133,4,420.02,0.15,1428.07
90882,12392,262,2,338.59,0.05,643.32
90883,5201,282,2,1272.66,0.00,2545.32
90884,12089,208,1,2078.25,0.00,2078.25
90885,8562,266,5,1245.35,0.05,5915.41
90886,12654,242,5,1720.12,0.15,7310.51
90887,11374,140,5,1375.60,0.25,5158.50
90888,6383,173,5,1136.92,0.00,5684.60
90889,10202,284,2,2320.38,0.05,4408.72
90890,7614,192,2,1996.58,0.05,3793.50
90891,9895,233,3,640.40,0.15,1633.02
90892,12950,211,2,955.77,0.05,1815.96
90893,8206,271,5,926.97,0.10,4171.37
90894,9778,116,4,1355.08,0.10,4878.29
90895,7596,119,4,1998.83,0.00,7995.32
90896,5835,184,3,1591.66,0.20,3819.98
90897,11167,150,5,397.61,0.20,1590.44
90898,8871,279,1,2195.66,0.10,1976.09
90899,11998,266,3,1245.35,0.00,3736.05
90900,6513,263,1,2447.20,0.10,2202.48
90901,12874,169,2,525.57,0.15,893.47
90902,8067,243,3,2421.72,0.20,5812.13
90903,6640,233,5,640.40,0.05,3041.90
90904,5758,163,3,530.94,0.25,1194.62
90905,6575,215,4,813.88,0.15,2767.19
90906,5181,230,3,2005.24,0.10,5414.15
90907,8807,234,3,302.91,0.25,681.55
90908,6263,138,4,1832.29,0.25,5496.87
90909,9076,231,1,1343.75,0.00,1343.75
90910,5004,218,1,1133.43,0.10,1020.09
90911,12562,107,3,1171.67,0.20,2812.01
90912,9928,166,1,485.53,0.25,364.15
90913,6933,239,1,109.05,0.25,81.79
90914,8687,211,1,955.77,0.15,812.40
90915,7217,292,3,1397.80,0.00,4193.40
90916,8200,194,2,1926.75,0.00,3853.50
90917,10675,175,2,2362.73,0.00,4725.46
90918,9303,124,1,213.45,0.00,213.45
90919,7065,144,5,1446.74,0.15,6148.64
90920,6095,262,5,338.59,0.15,1439.01
90921,5922,122,1,522.39,0.00,522.39
90922,11444,278,3,227.14,0.10,613.28
90923,7026,209,2,1581.90,0.05,3005.61
90924,12933,244,1,201.19,0.25,150.89
90925,6209,246,5,630.04,0.10,2835.18
90926,5830,213,4,1512.95,0.00,6051.80
90927,12267,220,4,246.34,0.00,985.36
90928,10657,197,5,2202.77,0.00,11013.85
90929,8830,185,2,1487.37,0.05,2826.00
90930,8107,116,1,1355.08,0.05,1287.33
90931,11018,159,5,1740.36,0.20,6961.44
90932,10247,187,1,2442.76,0.10,2198.48
90933,8521,156,4,2001.82,0.10,7206.55
90934,10842,148,5,572.20,0.20,2288.80
90935,7825,279,5,2195.66,0.00,10978.30
90936,5612,180,3,943.48,0.00,2830.44
90937,8241,251,1,947.97,0.00,947.97
90938,12899,222,1,1487.60,0.00,1487.60
90939,5093,182,5,1551.91,0.10,6983.60
90940,11639,176,4,1657.31,0.20,5303.39
90941,11642,115,5,1500.95,0.05,7129.51
90942,7023,289,1,499.25,0.25,374.44
90943,5393,185,3,1487.37,0.20,3569.69
90944,10777,104,4,2213.07,0.25,6639.21
90945,11463,166,1,485.53,0.25,364.15
90946,11213,212,5,850.02,0.15,3612.59
90947,11855,198,3,2373.31,0.10,6407.94
90948,7565,294,5,2427.45,0.00,12137.25
90949,7023,187,5,2442.76,0.05,11603.11
90950,9652,165,5,2379.36,0.20,9517.44
90951,9478,182,3,1551.91,0.20,3724.58
90952,6451,116,1,1355.08,0.00,1355.08
90953,8457,104,5,2213.07,0.25,8299.01
90954,6650,171,4,1704.37,0.15,5794.86
90955,10636,118,4,406.89,0.15,1383.43
90956,6091,258,3,2022.94,0.20,4855.06
90957,6046,276,4,1758.07,0.10,6329.05
90958,12715,156,2,2001.82,0.10,3603.28
90959,9471,269,1,1773.91,0.00,1773.91
90960,11730,277,2,176.58,0.10,317.84
90961,6976,161,4,1891.92,0.00,7567.68
90962,8215,219,3,1538.12,0.00,4614.36
90963,8913,257,4,1787.40,0.15,6077.16
90964,8136,192,2,1996.58,0.00,3993.16
90965,6547,265,5,68.86,0.00,344.30
90966,9513,260,3,298.97,0.20,717.53
90967,6045,256,2,1238.39,0.05,2352.94
90968,12660,224,4,80.21,0.20,256.67
90969,10101,123,4,1736.07,0.05,6597.07
90970,11447,229,3,1416.93,0.00,4250.79
90971,11330,131,4,2336.91,0.00,9347.64
90972,5963,300,2,757.78,0.15,1288.23
90973,7498,145,3,1877.04,0.25,4223.34
90974,11419,233,1,640.40,0.15,544.34
90975,8547,154,2,2234.02,0.10,4021.24
90976,12010,263,1,2447.20,0.20,1957.76
90977,10128,159,5,1740.36,0.00,8701.80
90978,7875,235,1,1296.63,0.15,1102.14
90979,11341,170,2,2070.85,0.00,4141.70
90980,10000,201,1,956.06,0.05,908.26
90981,5452,261,4,419.36,0.00,1677.44
90982,9725,281,4,1191.76,0.10,4290.34
90983,11296,297,2,298.38,0.15,507.25
90984,12250,102,4,1084.90,0.00,4339.60
90985,12699,225,4,1270.62,0.00,5082.48
90986,5260,153,5,1793.31,0.00,8966.55
90987,5927,217,3,1763.03,0.00,5289.09
90988,7782,162,3,764.05,0.20,1833.72
90989,10788,216,5,1385.99,0.20,5543.96
90990,6996,243,1,2421.72,0.00,2421.72
90991,6338,148,1,572.20,0.00,572.20
90992,8988,167,1,50.29,0.00,50.29
90993,7615,157,2,1243.00,0.00,2486.00
90994,6713,257,3,1787.40,0.10,4825.98
90995,10196,117,2,2081.70,0.10,3747.06
90996,5078,205,4,637.79,0.10,2296.04
90997,5053,280,1,1665.08,0.10,1498.57
90998,9496,177,2,36.22,0.25,54.33
90999,5958,126,3,288.49,0.00,865.47
91000,10881,250,3,449.73,0.25,1011.89
91001,12187,158,4,2290.44,0.00,9161.76
91002,5328,206,2,239.11,0.10,430.40
91003,5299,196,1,1471.90,0.05,1398.31
91004,6525,112,3,1270.77,0.25,2859.23
91005,6688,160,5,773.25,0.15,3286.31
91006,9160,148,4,572.20,0.00,2288.80
91007,11711,144,2,1446.74,0.05,2748.81
91008,5973,132,4,1664.91,0.25,4994.73
91009,12993,208,2,2078.25,0.20,3325.20
91010,10400,289,5,499.25,0.00,2496.25
91011,9553,220,3,246.34,0.10,665.12
91012,11695,124,3,213.45,0.10,576.31
91013,7819,134,2,574.61,0.05,1091.76
91014,8322,140,1,1375.60,0.15,1169.26
91015,10500,113,2,2150.67,0.05,4086.27
91016,12231,263,2,2447.20,0.10,4404.96
91017,12781,227,3,461.19,0.20,1106.86
91018,12807,235,4,1296.63,0.00,5186.52
91019,7903,227,1,461.19,0.15,392.01
91020,8827,289,1,499.25,0.05,474.29
91021,10821,114,2,1566.37,0.15,2662.83
91022,12273,289,5,499.25,0.25,1872.19
91023,9578,254,4,2165.24,0.00,8660.96
91024,5821,227,5,461.19,0.10,2075.36
91025,12323,218,5,1133.43,0.20,4533.72
91026,10046,221,5,1712.69,0.05,8135.28
91027,9884,297,2,298.38,0.20,477.41
91028,11048,157,5,1243.00,0.10,5593.50
91029,11637,292,5,1397.80,0.15,5940.65
91030,6075,226,2,181.96,0.00,363.92
91031,6339,114,2,1566.37,0.15,2662.83
91032,9427,132,1,1664.91,0.10,1498.42
91033,12635,125,1,1053.19,0.10,947.87
91034,6986,207,5,620.94,0.00,3104.70
91035,6998,237,5,1134.74,0.05,5390.01
91036,6630,119,2,1998.83,0.20,3198.13
91037,6763,276,3,1758.07,0.00,5274.21
91038,9975,183,2,2299.69,0.10,4139.44
91039,5364,151,4,1737.89,0.00,6951.56
91040,8260,172,1,176.79,0.25,132.59
91041,11863,148,5,572.20,0.15,2431.85
91042,7048,280,1,1665.08,0.00,1665.08
91043,8374,267,1,1987.88,0.00,1987.88
91044,5209,171,1,1704.37,0.10,1533.93
91045,11174,159,5,1740.36,0.25,6526.35
91046,5946,269,4,1773.91,0.00,7095.64
91047,8578,129,5,268.41,0.00,1342.05
91048,7004,257,1,1787.40,0.10,1608.66
91049,5884,229,5,1416.93,0.00,7084.65
91050,5573,178,5,1497.89,0.00,7489.45
91051,6390,256,5,1238.39,0.00,6191.95
91052,11657,101,4,907.15,0.00,3628.60
91053,9327,165,3,2379.36,0.00,7138.08
91054,10475,181,1,766.36,0.00,766.36
91055,10483,207,4,620.94,0.10,2235.38
91056,9959,121,3,2042.46,0.00,6127.38
91057,11079,257,3,1787.40,0.25,4021.65
91058,5607,185,4,1487.37,0.00,5949.48
91059,6820,266,2,1245.35,0.10,2241.63
91060,11827,120,3,357.32,0.05,1018.36
91061,11910,148,5,572.20,0.05,2717.95
91062,9953,125,3,1053.19,0.05,3001.59
91063,11382,135,5,1777.26,0.00,8886.30
91064,10769,141,2,993.39,0.15,1688.76
91065,7272,257,4,1787.40,0.05,6792.12
91066,11330,283,4,615.57,0.00,2462.28
91067,11858,210,2,243.98,0.10,439.16
91068,9684,214,1,1178.45,0.05,1119.53
91069,12307,125,4,1053.19,0.15,3580.85
91070,12023,143,4,988.01,0.25,2964.03
91071,9458,292,2,1397.80,0.00,2795.60
91072,12189,222,2,1487.60,0.10,2677.68
91073,7350,103,2,1509.32,0.20,2414.91
91074,12250,235,1,1296.63,0.00,1296.63
91075,11745,277,2,176.58,0.15,300.19
91076,8535,270,3,2245.24,0.00,6735.72
91077,10483,282,3,1272.66,0.20,3054.38
91078,12751,217,4,1763.03,0.15,5994.30
91079,8967,117,4,2081.70,0.00,8326.80
91080,11189,291,4,1369.29,0.15,4655.59
91081,6080,157,2,1243.00,0.00,2486.00
91082,11028,153,4,1793.31,0.15,6097.25
91083,7118,186,4,1700.97,0.10,6123.49
91084,5037,128,3,114.43,0.05,326.13
91085,10054,108,1,1886.70,0.15,1603.69
91086,7081,101,2,907.15,0.00,1814.30
91087,9787,104,2,2213.07,0.00,4426.14
91088,11408,143,2,988.01,0.05,1877.22
91089,7227,180,2,943.48,0.20,1509.57
91090,8479,177,3,36.22,0.20,86.93
91091,8104,152,1,1885.74,0.00,1885.74
91092,9501,210,5,243.98,0.15,1036.91
91093,5155,114,3,1566.37,0.10,4229.20
91094,7551,201,4,956.06,0.10,3441.82
91095,7716,205,3,637.79,0.00,1913.37
91096,10432,219,1,1538.12,0.25,1153.59
91097,5413,248,2,1863.86,0.05,3541.33
91098,12701,104,2,2213.07,0.05,4204.83
91099,12470,172,5,176.79,0.00,883.95
91100,7718,238,3,2135.34,0.10,5765.42
91101,7541,184,1,1591.66,0.25,1193.75
91102,12143,266,2,1245.35,0.00,2490.70
91103,10832,240,1,1506.75,0.05,1431.41
91104,7196,225,5,1270.62,0.10,5717.79
91105,5531,108,1,1886.70,0.00,1886.70
91106,9346,101,3,907.15,0.20,2177.16
91107,9893,248,4,1863.86,0.25,5591.58
91108,11808,113,2,2150.67,0.20,3441.07
91109,7490,166,5,485.53,0.20,1942.12
91110,11842,178,2,1497.89,0.00,2995.78
91111,11803,130,4,19.96,0.20,63.87
91112,10695,275,5,1096.31,0.00,5481.55
91113,9780,229,4,1416.93,0.25,4250.79
91114,11889,217,5,1763.03,0.05,8374.39
91115,10077,176,5,1657.31,0.15,7043.57
91116,8881,211,2,955.77,0.15,1624.81
91117,10938,133,2,420.02,0.05,798.04
91118,11337,122,3,522.39,0.00,1567.17
91119,7951,273,4,1052.32,0.00,4209.28
91120,9481,277,4,176.58,0.10,635.69
91121,7614,118,3,406.89,0.25,915.50
91122,5293,236,1,442.97,0.00,442.97
91123,7527,120,3,357.32,0.10,964.76
91124,6472,218,3,1133.43,0.00,3400.29
91125,6926,167,3,50.29,0.25,113.15
91126,9187,223,5,1691.32,0.10,7610.94
91127,11575,110,1,418.96,0.00,418.96
91128,12004,102,2,1084.90,0.00,2169.80
91129,8620,233,4,640.40,0.00,2561.60
91130,10853,234,5,302.91,0.20,1211.64
91131,11532,118,4,406.89,0.05,1546.18
91132,10451,139,2,1994.29,0.15,3390.29
91133,11446,115,5,1500.95,0.00,7504.75
91134,6880,195,3,1062.47,0.25,2390.56
91135,6510,141,2,993.39,0.00,1986.78
91136,12244,163,2,530.94,0.20,849.50
91137,12388,110,1,418.96,0.25,314.22
91138,8223,192,3,1996.58,0.00,5989.74
91139,6369,260,5,298.97,0.05,1420.11
91140,6115,116,5,1355.08,0.00,6775.40
91141,7547,170,2,2070.85,0.05,3934.61
91142,10891,242,2,1720.12,0.00,3440.24
91143,11308,208,1,2078.25,0.10,1870.42
91144,6177,185,4,1487.37,0.25,4462.11
91145,8929,213,5,1512.95,0.15,6430.04
91146,10794,151,1,1737.89,0.00,1737.89
91147,9568,284,2,2320.38,0.10,4176.68
91148,5652,175,4,2362.73,0.25,7088.19
91149,6915,169,4,525.57,0.25,1576.71
91150,10102,153,5,1793.31,0.00,8966.55
91151,11125,140,1,1375.60,0.05,1306.82
91152,9277,214,1,1178.45,0.00,1178.45
91153,7149,155,2,2423.51,0.25,3635.27
91154,8580,103,2,1509.32,0.00,3018.64
91155,11540,252,3,762.60,0.25,1715.85
91156,5704,169,2,525.57,0.10,946.03
91157,12859,238,5,2135.34,0.00,10676.70
91158,10339,295,3,1644.06,0.25,3699.14
91159,8063,210,3,243.98,0.00,731.94
91160,9192,116,2,1355.08,0.00,2710.16
91161,9983,203,3,1900.01,0.15,4845.03
91162,9712,244,2,201.19,0.00,402.38
91163,5692,178,1,1497.89,0.15,1273.21
91164,9192,222,4,1487.60,0.05,5652.88
91165,9495,205,1,637.79,0.00,637.79
91166,10167,190,3,646.82,0.00,1940.46
91167,6176,158,1,2290.44,0.05,2175.92
91168,7644,192,2,1996.58,0.15,3394.19
91169,6605,185,5,1487.37,0.15,6321.32
91170,5091,253,4,566.24,0.00,2264.96
91171,5130,297,3,298.38,0.20,716.11
91172,11963,101,4,907.15,0.10,3265.74
91173,11983,136,1,843.83,0.00,843.83
91174,11627,137,3,301.05,0.25,677.36
91175,8800,164,5,1599.20,0.20,6396.80
91176,5350,113,4,2150.67,0.00,8602.68
91177,11089,200,1,2486.65,0.00,2486.65
91178,10171,294,1,2427.45,0.05,2306.08
91179,6329,102,2,1084.90,0.00,2169.80
91180,7907,155,2,2423.51,0.05,4604.67
91181,6629,282,3,1272.66,0.05,3627.08
91182,7611,277,4,176.58,0.10,635.69
91183,8270,154,4,2234.02,0.15,7595.67
91184,8896,110,2,418.96,0.20,670.34
91185,11996,281,3,1191.76,0.00,3575.28
91186,6807,145,1,1877.04,0.20,1501.63
91187,7575,231,2,1343.75,0.10,2418.75
91188,6374,250,4,449.73,0.00,1798.92
91189,6173,159,5,1740.36,0.25,6526.35
91190,6785,172,5,176.79,0.10,795.55
